,bet_count,stake,regressed_stake,loss,loss_per_bet,declined_bet_count,accepted_bet_count,likelihood_of_declined,likelihood_of_accepted
8851,11,4.881428416714364,6.847878345329728,1.966449928615364,0.17876817532866945,4,7,0.36363636363636365,0.6363636363636364
4171,11,5.2654164607784395,5.197812391269469,0.06760406950897035,0.0061458245008154866,4,7,0.36363636363636365,0.6363636363636364
130,11,5.205412926732021,8.047175587872523,2.8417626611405025,0.25834206010368205,5,6,0.45454545454545453,0.5454545454545454
7080,11,6.602659167452872,4.750043399119447,1.8526157683334255,0.16841961530303867,1,10,0.09090909090909091,0.9090909090909091
3283,11,6.31833669177202,6.901203408984633,0.582866717212613,0.05298788338296481,1,10,0.09090909090909091,0.9090909090909091
7873,11,6.596505583861768,5.90711966554813,0.6893859183136382,0.06267144711942164,4,7,0.36363636363636365,0.6363636363636364
9396,11,5.668279543571451,6.651093182327878,0.9828136387564266,0.08934669443240241,6,5,0.5454545454545454,0.45454545454545453
5586,11,5.24237140286366,6.43663874349306,1.1942673406294002,0.10856975823903638,2,9,0.18181818181818182,0.8181818181818182
6410,11,7.888900984576445,5.424968748248874,2.4639322363275706,0.22399383966614278,2,9,0.18181818181818182,0.8181818181818182
8775,11,5.084250555423045,4.1902683171237145,0.8939822382993308,0.08127111257266643,1,10,0.09090909090909091,0.9090909090909091
1112,11,5.1073628487834535,2.518045109891085,2.5893177388923685,0.23539252171748803,5,6,0.45454545454545453,0.5454545454545454
9940,11,5.653886800751542,4.589664356783034,1.0642224439685082,0.09674749490622801,5,6,0.45454545454545453,0.5454545454545454
5629,11,5.466809682865164,4.0,1.466809682865164,0.133346334805924,6,5,0.5454545454545454,0.45454545454545453
310,11,5.211411736759122,4.922870762782938,0.2885409739761844,0.02623099763419858,4,7,0.36363636363636365,0.6363636363636364
1117,11,4.929643811357777,6.381107745708199,1.4514639343504223,0.1319512667591293,4,7,0.36363636363636365,0.6363636363636364
7934,11,6.239962755947314,5.261432166851363,0.9785305890959508,0.08895732628145007,2,9,0.18181818181818182,0.8181818181818182
7114,11,5.969490575751836,4.164647600880877,1.804842974870959,0.16407663407917808,5,6,0.45454545454545453,0.5454545454545454
6380,11,5.955318479479029,3.266975725369827,2.688342754109202,0.2443947958281093,1,10,0.09090909090909091,0.9090909090909091
6388,11,4.041153074941565,6.2014080163644305,2.160254941422865,0.1963868128566241,3,8,0.2727272727272727,0.7272727272727273
7939,11,5.12511003101248,5.1393189457168065,0.014208914704326503,0.0012917195185751366,4,7,0.36363636363636365,0.6363636363636364
670,11,5.611167422256671,7.519394917939452,1.9082274956827803,0.17347522688025274,3,8,0.2727272727272727,0.7272727272727273
9950,11,6.4340957264222975,5.744945465633876,0.6891502607884217,0.06265002370803834,1,10,0.09090909090909091,0.9090909090909091
156,11,5.944228629517416,5.900209733207887,0.044018896309529154,0.004001717846320832,4,7,0.36363636363636365,0.6363636363636364
679,11,6.385253622165026,4.090659341676245,2.2945942804887807,0.2085994800444346,2,9,0.18181818181818182,0.8181818181818182
1188,11,4.491140693906277,5.512036104229251,1.0208954103229742,0.09280867366572493,3,8,0.2727272727272727,0.7272727272727273
3372,11,5.096469100668296,4.010990388544613,1.0854787121236829,0.0986798829203348,3,8,0.2727272727272727,0.7272727272727273
5210,11,7.653562362353991,4.7248020475860955,2.928760314767896,0.26625093770617236,2,9,0.18181818181818182,0.8181818181818182
127,11,5.503551268511041,5.650944256882672,0.14739298837163162,0.013399362579239238,6,5,0.5454545454545454,0.45454545454545453
6534,11,5.201779314725204,7.590246020262527,2.388466705537323,0.21713333686702938,6,5,0.5454545454545454,0.45454545454545453
7747,11,6.899642261187344,8.161739048567776,1.2620967873804325,0.11473607158003932,2,9,0.18181818181818182,0.8181818181818182
8967,11,6.4071203128410055,7.559348959831974,1.1522286469909684,0.10474805881736077,4,7,0.36363636363636365,0.6363636363636364
7214,11,3.1052499517998804,4.2724539410738345,1.167203989273954,0.10610945357035946,6,5,0.5454545454545454,0.45454545454545453
7022,11,7.519436692906793,5.2146976500879125,2.3047390428188805,0.20952173116535278,1,10,0.09090909090909091,0.9090909090909091
5514,11,4.901563402713101,4.390093794392625,0.5114696083204766,0.046497237120043326,4,7,0.36363636363636365,0.6363636363636364
2270,11,5.830718999689562,5.736727236128986,0.09399176356057648,0.008544705778234225,2,9,0.18181818181818182,0.8181818181818182
1787,11,5.658144280761417,6.672727923877515,1.0145836431160982,0.09223487664691801,1,10,0.09090909090909091,0.9090909090909091
4019,11,5.87991013980329,4.5041449433030785,1.3757651965002111,0.12506956331820102,1,10,0.09090909090909091,0.9090909090909091
7015,11,7.546433513590276,5.985015315832031,1.5614181977582442,0.14194710888711312,5,6,0.45454545454545453,0.5454545454545454
3563,11,6.027767476303952,6.817231515010657,0.7894640387067051,0.07176945806424592,2,9,0.18181818181818182,0.8181818181818182
1195,11,3.892679614468903,3.7197818410438694,0.17289777342503365,0.015717979402275786,3,8,0.2727272727272727,0.7272727272727273
8995,11,3.790081765672568,4.864040665905658,1.07395890023309,0.09763262729391728,4,7,0.36363636363636365,0.6363636363636364
5543,11,7.6418009479094415,8.108825087120433,0.4670241392109915,0.04245673992827195,3,8,0.2727272727272727,0.7272727272727273
5058,11,7.580892367649953,5.7238355094217646,1.8570568582281881,0.1688233507480171,2,9,0.18181818181818182,0.8181818181818182
7721,11,5.506154114812082,4.031511226726378,1.4746428880857039,0.13405844437142764,1,10,0.09090909090909091,0.9090909090909091
9554,11,7.858705863746445,6.0,1.8587058637464446,0.16897326034058588,5,6,0.45454545454545453,0.5454545454545454
8950,11,5.058500776365791,6.514328307106083,1.455827530740292,0.13234795734002655,3,8,0.2727272727272727,0.7272727272727273
4664,11,5.752897104730527,6.0030063337929835,0.25010922906245625,0.022737202642041477,4,7,0.36363636363636365,0.6363636363636364
414,11,5.201768784016828,6.362352424027677,1.1605836400108496,0.10550760363734996,3,8,0.2727272727272727,0.7272727272727273
11,11,5.134349834358947,2.996040356214042,2.1383094781449046,0.19439177074044586,4,7,0.36363636363636365,0.6363636363636364
3070,11,5.1914429923395105,3.187230273767116,2.0042127185723944,0.18220115623385402,3,8,0.2727272727272727,0.7272727272727273
2393,12,4.808511981176081,6.084346079519129,1.275834098343048,0.106319508195254,3,9,0.25,0.75
9409,12,5.729839814285109,5.000645931970477,0.7291938823146316,0.06076615685955263,0,12,0.0,1.0
3253,12,5.057918779190523,6.873338790994823,1.8154200118043002,0.1512850009836917,3,9,0.25,0.75
5281,12,6.517971979936631,4.7022243380876585,1.8157476418489722,0.15131230348741434,4,8,0.3333333333333333,0.6666666666666666
412,12,5.809011916004437,3.4710741530222435,2.337937762982193,0.19482814691518277,2,10,0.16666666666666666,0.8333333333333334
2600,12,6.379898174592087,2.742603411388651,3.6372947632034363,0.30310789693361967,6,6,0.5,0.5
3263,12,6.925974598475584,6.881689472252426,0.04428512622315761,0.0036904271852631343,3,9,0.25,0.75
5233,12,6.438362713396031,4.643529792250036,1.7948329211459946,0.14956941009549954,4,8,0.3333333333333333,0.6666666666666666
5908,12,6.728274147065857,6.035786946033186,0.6924872010326713,0.05770726675272261,2,10,0.16666666666666666,0.8333333333333334
2441,12,3.803828672341433,6.921800509636283,3.1179718372948497,0.2598309864412375,5,7,0.4166666666666667,0.5833333333333334
3529,12,6.672262698246026,5.696669743691804,0.9755929545542221,0.08129941287951852,5,7,0.4166666666666667,0.5833333333333334
842,12,6.340628027402891,3.3961707577755123,2.944457269627379,0.2453714391356149,6,6,0.5,0.5
9424,12,4.099161747967198,4.53829628906994,0.4391345411027423,0.03659454509189519,4,8,0.3333333333333333,0.6666666666666666
3638,12,6.399325184773524,5.352604312681645,1.0467208720918784,0.08722673934098986,3,9,0.25,0.75
5204,12,7.414688929653932,5.561624174072567,1.8530647555813644,0.1544220629651137,5,7,0.4166666666666667,0.5833333333333334
3258,12,5.869227168121069,6.001226291363178,0.13199912324210938,0.01099992693684245,3,9,0.25,0.75
5169,12,5.583405599479874,7.527547279933901,1.9441416804540275,0.1620118067045023,2,10,0.16666666666666666,0.8333333333333334
2416,12,6.995982583935989,6.115771003109364,0.8802115808266251,0.07335096506888543,4,8,0.3333333333333333,0.6666666666666666
9714,12,5.6385294309908724,6.740746537970568,1.1022171069796958,0.09185142558164132,4,8,0.3333333333333333,0.6666666666666666
5218,12,7.360413061836175,5.132781061602471,2.2276320002337036,0.1856360000194753,4,8,0.3333333333333333,0.6666666666666666
4300,12,4.493114637767384,2.910885327284882,1.5822293104825023,0.13185244254020853,5,7,0.4166666666666667,0.5833333333333334
9720,12,5.153308580575828,5.8349068133133315,0.6815982327375032,0.056799852728125266,7,5,0.5833333333333334,0.4166666666666667
8589,12,7.864342002595113,5.799205273746989,2.065136728848124,0.17209472740401033,4,8,0.3333333333333333,0.6666666666666666
8556,12,6.94983554531212,5.782302220089192,1.1675333252229283,0.09729444376857736,2,10,0.16666666666666666,0.8333333333333334
2432,12,4.711691154240536,7.09454358781439,2.382852433573854,0.19857103613115448,4,8,0.3333333333333333,0.6666666666666666
8770,12,4.702491867686758,4.748399226732474,0.04590735904571552,0.003825613253809627,2,10,0.16666666666666666,0.8333333333333334
5831,12,5.151144995828322,5.655623146429363,0.5044781506010407,0.04203984588342006,3,9,0.25,0.75
8660,12,4.511646799950137,5.151969291255823,0.6403224913056862,0.053360207608807185,3,9,0.25,0.75
5745,12,5.399505515345773,7.442798044184716,2.0432925288389434,0.17027437740324528,4,8,0.3333333333333333,0.6666666666666666
9022,12,4.777519496627326,8.056530863396398,3.2790113667690726,0.27325094723075605,2,10,0.16666666666666666,0.8333333333333334
8665,12,5.457307914586815,6.720290289429406,1.2629823748425908,0.10524853123688256,5,7,0.4166666666666667,0.5833333333333334
9021,12,5.855730215430722,5.962150710787238,0.10642049535651665,0.008868374613043054,3,9,0.25,0.75
3204,12,7.6274764025658035,5.869641574162744,1.7578348284030598,0.14648623570025499,5,7,0.4166666666666667,0.5833333333333334
8694,12,6.305163539473345,6.80523170173421,0.5000681622608649,0.041672346855072075,4,8,0.3333333333333333,0.6666666666666666
8983,12,5.759437137761591,6.2031749176014035,0.4437377798398128,0.036978148319984395,3,9,0.25,0.75
8969,12,6.8488355458991705,5.712976210491073,1.1358593354080977,0.09465494461734147,4,8,0.3333333333333333,0.6666666666666666
8703,12,5.558610806369913,8.002637673336725,2.444026866966812,0.2036689055805677,6,6,0.5,0.5
5045,12,6.735364798880038,4.163710626426191,2.5716541724538473,0.21430451437115394,3,9,0.25,0.75
2575,12,4.808716378026376,5.341828510317549,0.5331121322911727,0.04442601102426439,2,10,0.16666666666666666,0.8333333333333334
341,12,5.901315802126327,7.337974268750905,1.4366584666245785,0.11972153888538155,3,9,0.25,0.75
5531,12,4.666361230156946,6.5649911527663285,1.8986299226093823,0.15821916021744853,1,11,0.08333333333333333,0.9166666666666666
3588,12,6.917246794030442,7.275895980421232,0.3586491863907906,0.02988743219923255,5,7,0.4166666666666667,0.5833333333333334
2565,12,5.4506756863415164,3.7713116945590337,1.6793639917824827,0.1399469993152069,3,9,0.25,0.75
2195,12,6.89741121558949,8.588155958211955,1.6907447426224644,0.1408953952185387,6,6,0.5,0.5
8891,12,7.273647060916495,7.2274950995538365,0.046151961362658867,0.003845996780221572,2,10,0.16666666666666666,0.8333333333333334
5684,12,4.341844099877855,8.16694628405924,3.825102184181384,0.3187585153484487,6,6,0.5,0.5
8861,12,5.914300631336202,6.524180842072912,0.6098802107367103,0.05082335089472586,2,10,0.16666666666666666,0.8333333333333334
8857,12,7.018934016348473,5.134516208664938,1.8844178076835343,0.1570348173069612,5,7,0.4166666666666667,0.5833333333333334
5681,12,6.00180228308899,5.514911888796257,0.4868903942927334,0.04057419952439445,0,12,0.0,1.0
709,12,6.73617374707492,5.935237630248971,0.800936116825949,0.06674467640216242,5,7,0.4166666666666667,0.5833333333333334
299,12,5.099733164005883,5.220167385011646,0.12043422100576251,0.010036185083813542,4,8,0.3333333333333333,0.6666666666666666
660,12,6.871878281986797,4.910299370645405,1.961578911341392,0.16346490927844934,4,8,0.3333333333333333,0.6666666666666666
5003,12,7.047183071216687,7.784922162855553,0.7377390916388658,0.061478257636572144,4,8,0.3333333333333333,0.6666666666666666
724,12,6.803895087080245,3.6025153218030495,3.2013797652771956,0.266781647106433,4,8,0.3333333333333333,0.6666666666666666
9025,12,6.110105963219502,4.917815559220116,1.1922904039993867,0.09935753366661555,3,9,0.25,0.75
9046,12,5.584885678055283,5.908252971358824,0.32336729330354075,0.026947274441961728,2,10,0.16666666666666666,0.8333333333333334
2584,12,6.465461692801953,4.637180090941573,1.8282816018603798,0.15235680015503164,5,7,0.4166666666666667,0.5833333333333334
5340,12,7.466424660011762,5.278613307160272,2.1878113528514893,0.18231761273762412,2,10,0.16666666666666666,0.8333333333333334
8613,12,6.407924894828645,6.5020819041817965,0.09415700935315119,0.007846417446095932,7,5,0.5833333333333334,0.4166666666666667
9164,12,7.328900834403995,6.282060300507212,1.0468405338967823,0.0872367111580652,5,7,0.4166666666666667,0.5833333333333334
2490,12,5.712440663397579,5.956935603208212,0.2444949398106333,0.020374578317552777,4,8,0.3333333333333333,0.6666666666666666
383,12,6.324500973361302,5.859422724418259,0.46507824894304317,0.0387565207452536,4,8,0.3333333333333333,0.6666666666666666
4929,12,4.877098360860953,4.010749982378275,0.8663483784826775,0.0721956982068898,3,9,0.25,0.75
4261,12,4.5601604917954655,5.7011135763303615,1.140953084534896,0.09507942371124134,6,6,0.5,0.5
5359,12,7.388944844149122,5.930751581131563,1.4581932630175585,0.12151610525146321,3,9,0.25,0.75
8620,12,6.594595753711414,5.19388682851916,1.4007089251922542,0.11672574376602118,1,11,0.08333333333333333,0.9166666666666666
9156,12,5.095252457695061,6.048837982203127,0.9535855245080658,0.07946546037567215,7,5,0.5833333333333334,0.4166666666666667
2493,12,7.373467434247314,8.607248108743564,1.2337806744962494,0.10281505620802078,5,7,0.4166666666666667,0.5833333333333334
2499,12,6.824999220551218,7.001152959159912,0.17615373860869354,0.014679478217391129,2,10,0.16666666666666666,0.8333333333333334
2500,12,8.055812542615769,4.937857860491807,3.117954682123962,0.2598295568436635,4,8,0.3333333333333333,0.6666666666666666
9119,12,7.1765373416713,6.03831494316285,1.13822239850845,0.09485186654237084,4,8,0.3333333333333333,0.6666666666666666
9113,12,7.168207155311287,6.423369219204923,0.7448379361063644,0.0620698280088637,2,10,0.16666666666666666,0.8333333333333334
4315,12,4.7806933818060715,5.206112884759304,0.4254195029532326,0.035451625246102715,1,11,0.08333333333333333,0.9166666666666666
8643,12,5.709921661473431,5.190912975150423,0.5190086863230086,0.043250723860250716,6,6,0.5,0.5
4218,12,5.511954290094528,7.266162265146585,1.754207975052057,0.14618399792100475,6,6,0.5,0.5
567,12,6.551389895121981,6.40669786327528,0.14469203184670132,0.012057669320558443,4,8,0.3333333333333333,0.6666666666666666
2153,12,6.4173453474116045,6.730509499883221,0.3131641524716162,0.02609701270596802,5,7,0.4166666666666667,0.5833333333333334
759,12,4.6547757060196915,4.631259967542699,0.023515738476992176,0.001959644873082681,3,9,0.25,0.75
355,12,5.453974341645446,4.826309900201952,0.6276644414434935,0.05230537012029113,2,10,0.16666666666666666,0.8333333333333334
8652,12,6.849637210006935,6.692860815940444,0.15677639406649124,0.013064699505540936,4,8,0.3333333333333333,0.6666666666666666
9075,12,6.3185725429696005,5.36054599700589,0.9580265459637101,0.07983554549697584,5,7,0.4166666666666667,0.5833333333333334
5764,12,7.421057140173022,5.569834206910536,1.8512229332624859,0.15426857777187383,2,10,0.16666666666666666,0.8333333333333334
3276,12,3.9023129769259866,6.80334246127839,2.901029484352404,0.24175245702936698,4,8,0.3333333333333333,0.6666666666666666
2158,12,6.848987613234853,5.092990582790369,1.755997030444484,0.14633308587037366,3,9,0.25,0.75
8606,12,6.7891143871580395,8.150376440619091,1.3612620534610516,0.11343850445508763,2,10,0.16666666666666666,0.8333333333333334
844,12,4.985938776790871,3.7295272724010564,1.2564115043898143,0.10470095869915119,4,8,0.3333333333333333,0.6666666666666666
3910,12,5.726690689744499,5.779545481554467,0.05285479180996777,0.004404565984163981,4,8,0.3333333333333333,0.6666666666666666
1975,12,5.334354224406562,4.972710728813612,0.3616434955929497,0.030136957966079143,2,10,0.16666666666666666,0.8333333333333334
6253,12,6.4057916828139945,5.843407334924956,0.5623843478890382,0.04686536232408652,4,8,0.3333333333333333,0.6666666666666666
3981,12,7.321138141769205,6.12790714615746,1.1932309956117448,0.09943591630097874,5,7,0.4166666666666667,0.5833333333333334
1650,12,5.9870552421123024,6.256240757456854,0.26918551534455126,0.022432126278712605,6,6,0.5,0.5
4050,12,5.853919289716929,3.366897416397888,2.487021873319041,0.20725182277658674,1,11,0.08333333333333333,0.9166666666666666
4787,12,5.382317861958987,6.390428023616314,1.008110161657327,0.08400918013811058,2,10,0.16666666666666666,0.8333333333333334
1881,12,6.075564941740763,5.112698276000429,0.962866665740334,0.0802388888116945,3,9,0.25,0.75
1044,12,5.339833783328734,4.350583400786307,0.9892503825424273,0.0824375318785356,1,11,0.08333333333333333,0.9166666666666666
3841,12,5.053568932540241,7.382163979580728,2.328595047040487,0.19404958725337393,5,7,0.4166666666666667,0.5833333333333334
7527,12,4.909043667500772,5.356531004320273,0.4474873368195018,0.03729061140162515,2,10,0.16666666666666666,0.8333333333333334
9936,12,6.087845416519932,3.169688662409066,2.918156754110866,0.24317972950923883,4,8,0.3333333333333333,0.6666666666666666
1284,12,6.125832376645639,6.360212008161532,0.23437963151589258,0.019531635959657716,3,9,0.25,0.75
164,12,4.482391703961155,7.090975199407134,2.608583495445979,0.21738195795383156,5,7,0.4166666666666667,0.5833333333333334
6706,12,6.600057389747198,5.9278094672405635,0.6722479225066342,0.056020660208886186,3,9,0.25,0.75
2695,12,7.084642269258102,7.357640375788115,0.27299810653001355,0.022749842210834464,1,11,0.08333333333333333,0.9166666666666666
1101,12,4.071296776914268,5.059505362711179,0.9882085857969107,0.08235071548307589,3,9,0.25,0.75
3978,12,6.051674621314889,6.192699023054409,0.14102440173952058,0.01175203347829338,3,9,0.25,0.75
8092,12,6.339215771497972,4.879163113006175,1.4600526584917972,0.12167105487431644,4,8,0.3333333333333333,0.6666666666666666
3977,12,5.625653445453254,4.887593390997337,0.738060054455917,0.06150500453799309,3,9,0.25,0.75
4819,12,5.966471659993999,5.338096989941706,0.6283746700522936,0.05236455583769114,3,9,0.25,0.75
6166,12,6.232866522731874,5.594984224888141,0.6378822978437331,0.053156858153644425,3,9,0.25,0.75
8158,12,7.317617390346682,6.745007102749817,0.5726102875968655,0.04771752396640546,3,9,0.25,0.75
10139,12,4.808964274036668,8.700845187606317,3.8918809135696497,0.32432340946413746,4,8,0.3333333333333333,0.6666666666666666
4812,12,5.514161660510908,4.154129523853487,1.3600321366574208,0.1133360113881184,1,11,0.08333333333333333,0.9166666666666666
1945,12,6.28395735299594,6.659239651759327,0.3752822987633868,0.0312735248969489,3,9,0.25,0.75
6189,12,6.312607557960081,6.408835620293836,0.09622806233375503,0.008019005194479586,4,8,0.3333333333333333,0.6666666666666666
7435,12,5.807107039615475,6.621309770527201,0.8142027309117266,0.06785022757597721,2,10,0.16666666666666666,0.8333333333333334
8126,12,4.833443962185577,6.86080173155884,2.0273577693732623,0.1689464807811052,5,7,0.4166666666666667,0.5833333333333334
4073,12,3.6672565069008844,3.782995891275616,0.11573938437473164,0.009644948697894304,3,9,0.25,0.75
1923,12,5.530667475181373,8.086743538228786,2.5560760630474135,0.21300633858728446,4,8,0.3333333333333333,0.6666666666666666
6235,12,5.119494553162887,7.2696853508307875,2.150190797667901,0.17918256647232508,6,6,0.5,0.5
8100,12,6.314426514707923,6.2966324105999485,0.017794104107974107,0.0014828420089978422,4,8,0.3333333333333333,0.6666666666666666
7462,12,7.32471900316621,7.351789606443063,0.027070603276852623,0.0022558836064043852,3,9,0.25,0.75
1220,12,6.659401750703463,5.611610226599648,1.0477915241038147,0.08731596034198456,3,9,0.25,0.75
4037,12,4.857109258060609,4.929674834815877,0.07256557675526842,0.006047131396272369,1,11,0.08333333333333333,0.9166666666666666
6384,12,7.705351667092156,7.114772523915056,0.5905791431771004,0.0492149285980917,2,10,0.16666666666666666,0.8333333333333334
6387,12,6.882334160025751,7.691787601312957,0.8094534412872063,0.06745445344060053,4,8,0.3333333333333333,0.6666666666666666
6389,12,6.040852535789627,6.352951584767227,0.31209904897759966,0.026008254081466637,4,8,0.3333333333333333,0.6666666666666666
7757,12,5.615746183122055,6.938926121250945,1.3231799381288898,0.11026499484407415,3,9,0.25,0.75
7681,12,7.172918878656135,5.656570475804014,1.5163484028521204,0.12636236690434335,1,11,0.08333333333333333,0.9166666666666666
4697,12,6.732998964365354,5.390454074043579,1.3425448903217747,0.11187874086014789,2,10,0.16666666666666666,0.8333333333333334
4915,12,5.5790536247344935,4.854013125032226,0.7250404997022679,0.06042004164185566,3,9,0.25,0.75
6605,12,5.835150291731159,6.638378248441409,0.8032279567102503,0.06693566305918752,4,8,0.3333333333333333,0.6666666666666666
3320,12,6.63520494458921,5.295097191638797,1.3401077529504128,0.11167564607920107,1,11,0.08333333333333333,0.9166666666666666
6590,12,6.853428367476897,7.539775352400305,0.6863469849234081,0.05719558207695067,4,8,0.3333333333333333,0.6666666666666666
6535,12,6.042836076467137,6.169603081184697,0.12676700471755975,0.010563917059796646,7,5,0.5833333333333334,0.4166666666666667
7739,12,6.254630017825609,5.690752291923293,0.5638777259023158,0.04698981049185965,2,10,0.16666666666666666,0.8333333333333334
1773,12,4.242706080362622,4.793103304434436,0.5503972240718138,0.045866435339317814,7,5,0.5833333333333334,0.4166666666666667
4647,12,4.750463824353264,5.7719704063005866,1.0215065819473228,0.08512554849561023,3,9,0.25,0.75
4656,12,4.6973048004948375,7.935547486043631,3.2382426855487934,0.2698535571290661,3,9,0.25,0.75
1754,12,5.10541636405205,6.068255575802904,0.962839211750854,0.08023660097923783,3,9,0.25,0.75
7717,12,5.5108629148759505,8.394211335980101,2.8833484211041505,0.24027903509201254,2,10,0.16666666666666666,0.8333333333333334
1761,12,7.080137876707316,7.451583703804151,0.37144582709683505,0.030953818924736254,5,7,0.4166666666666667,0.5833333333333334
6493,12,6.889167831021034,5.598157375114053,1.2910104559069806,0.10758420465891505,5,7,0.4166666666666667,0.5833333333333334
202,12,5.140839787290043,6.403286647143212,1.2624468598531697,0.10520390498776415,2,10,0.16666666666666666,0.8333333333333334
7761,12,7.047816038467708,6.858059555346115,0.18975648312159343,0.015813040260132787,4,8,0.3333333333333333,0.6666666666666666
4638,12,7.328655979255609,7.2475471745788855,0.08110880467672388,0.006759067056393657,4,8,0.3333333333333333,0.6666666666666666
4722,12,6.381991813299448,6.393604383249243,0.011612569949794427,0.0009677141624828689,3,9,0.25,0.75
6409,12,5.115972743154874,6.360240260288431,1.244267517133557,0.10368895976112975,8,4,0.6666666666666666,0.3333333333333333
7929,12,6.184779844489109,6.871328495653015,0.6865486511639061,0.057212387596992174,2,10,0.16666666666666666,0.8333333333333334
4625,12,6.544187397589301,8.656691107024896,2.112503709435595,0.17604197578629957,5,7,0.4166666666666667,0.5833333333333334
6648,12,8.410374132197845,6.181834084292054,2.228540047905791,0.1857116706588159,3,9,0.25,0.75
1824,12,6.336855360999857,5.594863826963804,0.7419915340360523,0.061832627836337695,5,7,0.4166666666666667,0.5833333333333334
1823,12,6.926481645658539,5.870936281000359,1.0555453646581796,0.08796211372151497,7,5,0.5833333333333334,0.4166666666666667
3135,12,6.63079455947951,4.723398974869824,1.9073955846096853,0.15894963205080712,5,7,0.4166666666666667,0.5833333333333334
7881,12,4.70830543413235,3.9925995287821,0.7157059053502497,0.05964215877918747,3,9,0.25,0.75
92,12,6.602776905592444,6.503834239218314,0.09894266637413018,0.008245222197844182,4,8,0.3333333333333333,0.6666666666666666
1177,12,5.820400577332902,5.856148567516669,0.03574799018376762,0.002978999181980635,6,6,0.5,0.5
2715,12,5.564493237975385,4.960970148809251,0.6035230891661341,0.05029359076384451,5,7,0.4166666666666667,0.5833333333333334
3994,12,5.804417425236349,5.085947209238813,0.7184702159975362,0.059872517999794685,3,9,0.25,0.75
1803,12,6.814332784181456,4.839728515324722,1.9746042688567345,0.1645503557380612,1,11,0.08333333333333333,0.9166666666666666
10069,12,7.357306896879728,6.372731917922368,0.9845749789573599,0.08204791491311332,4,8,0.3333333333333333,0.6666666666666666
7772,12,5.869111409635833,6.07399953207112,0.2048881224352872,0.0170740102029406,4,8,0.3333333333333333,0.6666666666666666
10149,12,5.321473127065102,6.356416496343541,1.034943369278439,0.08624528077320326,4,8,0.3333333333333333,0.6666666666666666
7465,12,5.060407558229919,7.62839093469174,2.5679833764618207,0.21399861470515172,1,11,0.08333333333333333,0.9166666666666666
1759,12,5.635253583232281,4.6212839417324725,1.0139696414998083,0.08449747012498403,5,7,0.4166666666666667,0.5833333333333334
2000,12,6.159066900108402,7.362554392797991,1.2034874926895887,0.10029062439079905,2,10,0.16666666666666666,0.8333333333333334
9809,12,4.825629098742094,6.597495787078449,1.7718666883363552,0.14765555736136293,3,9,0.25,0.75
5951,12,4.275014554439379,5.371574114950602,1.0965595605112224,0.0913799633759352,4,8,0.3333333333333333,0.6666666666666666
1419,12,5.057999463145284,6.839782970319912,1.7817835071746284,0.14848195893121904,3,9,0.25,0.75
8391,12,6.3967874521427195,6.475462894117029,0.0786754419743092,0.006556286831192433,4,8,0.3333333333333333,0.6666666666666666
3937,12,7.564910561432178,7.790159186373653,0.22524862494147424,0.018770718745122855,3,9,0.25,0.75
10239,12,6.134092584793536,5.770744224015708,0.3633483607778283,0.030279030064819024,2,10,0.16666666666666666,0.8333333333333334
6973,12,6.05667923073857,6.393714593138834,0.33703536240026377,0.02808628020002198,4,8,0.3333333333333333,0.6666666666666666
5985,12,6.060357504763701,5.385905735716922,0.6744517690467786,0.056204314087231554,4,8,0.3333333333333333,0.6666666666666666
9811,12,5.111575133070424,6.30995767998613,1.1983825469157061,0.09986521224297551,3,9,0.25,0.75
22,12,8.104679943012052,8.826483314401388,0.7218033713893366,0.06015028094911138,3,9,0.25,0.75
9757,12,6.935539761378202,6.135345651449086,0.8001941099291159,0.066682842494093,4,8,0.3333333333333333,0.6666666666666666
3416,12,7.0437903481927515,6.77769443430728,0.26609591388547127,0.02217465949045594,3,9,0.25,0.75
918,12,6.7479853880043725,3.2404195528816633,3.5075658351227093,0.29229715292689246,3,9,0.25,0.75
6969,12,4.309822566434429,3.7675648270523197,0.5422577393821091,0.04518814494850909,1,11,0.08333333333333333,0.9166666666666666
9804,12,6.996192932930466,4.525359281872642,2.4708336510578244,0.2059028042548187,4,8,0.3333333333333333,0.6666666666666666
3171,12,5.835009782837315,5.4560909076030395,0.3789188752342758,0.03157657293618965,3,9,0.25,0.75
8293,12,6.81492475596385,7.354019089179166,0.5390943332153162,0.044924527767943014,2,10,0.16666666666666666,0.8333333333333334
6950,12,6.129320447511974,4.9269324167060855,1.2023880308058885,0.10019900256715737,6,6,0.5,0.5
1422,12,5.392912424022636,5.20295246070371,0.18995996331892595,0.01582999694324383,2,10,0.16666666666666666,0.8333333333333334
913,12,5.327665597979793,5.436129956219412,0.10846435823961897,0.009038696519968248,4,8,0.3333333333333333,0.6666666666666666
6058,12,7.7961688668579825,5.480569689736077,2.3155991771219053,0.19296659809349212,1,11,0.08333333333333333,0.9166666666666666
8392,12,6.907083281822668,5.628138621768202,1.2789446600544663,0.10657872167120552,1,11,0.08333333333333333,0.9166666666666666
6017,12,5.297557524102447,8.788573288157277,3.49101576405483,0.2909179803379025,6,6,0.5,0.5
8195,12,4.857878302060589,5.230316936422923,0.37243863436233404,0.031036552863527838,4,8,0.3333333333333333,0.6666666666666666
